300, 200, 100, 0, -100, -200, -300
29.6, 28.3, 26.8, 25.5, 24.1, 22.8, 21.4
29.6, 28.1, 26.8, 25.4, 24.0, 22.7, 21.4
155.4, 153.9, 152.4, 150.8, 149.3, 147.7, 146.1
155.4, 153.9, 152.4, 150.8, 149.3, 147.7, 146.1
